num_words,encryption_time,decryption_time,alg_run
100,0.1087639331817627,0.059628963470458984,source_b
100,0.0048596858978271484,0.005180835723876953,source_c
100,0.0037598609924316406,0.0030701160430908203,source_e
100,0.06928801536560059,0.06183910369873047,source_b
100,0.004351139068603516,0.005033254623413086,source_c
100,0.003803253173828125,0.003139019012451172,source_e
100,0.07195615768432617,0.06241893768310547,source_b
100,0.005135774612426758,0.006017208099365234,source_c
100,0.0039827823638916016,0.0034339427947998047,source_e
100,0.07594704627990723,0.07639098167419434,source_b
100,0.006148815155029297,0.0063169002532958984,source_c
100,0.006396055221557617,0.0045168399810791016,source_e
100,0.09909701347351074,0.09040403366088867,source_b
100,0.006459951400756836,0.0071752071380615234,source_c
100,0.005174160003662109,0.004409074783325195,source_e
100,0.08807802200317383,0.06425070762634277,source_b
100,0.0044231414794921875,0.0052297115325927734,source_c
100,0.004167079925537109,0.0041811466217041016,source_e
100,0.06979012489318848,0.056340932846069336,source_b
100,0.004199981689453125,0.005143165588378906,source_c
100,0.003880023956298828,0.0037050247192382812,source_e
100,0.07351398468017578,0.06300902366638184,source_b
100,0.004265308380126953,0.005621671676635742,source_c
100,0.004954099655151367,0.0033380985260009766,source_e
100,0.07622194290161133,0.06413412094116211,source_b
100,0.0053577423095703125,0.005040168762207031,source_c
100,0.004073381423950195,0.003690004348754883,source_e
100,0.07493400573730469,0.06005716323852539,source_b
100,0.004418134689331055,0.004695892333984375,source_c
100,0.0038940906524658203,0.0034220218658447266,source_e
200,0.1488502025604248,0.12546801567077637,source_b
200,0.009567975997924805,0.010289907455444336,source_c
200,0.009096860885620117,0.006696939468383789,source_e
200,0.14506196975708008,0.12267589569091797,source_b
200,0.009572744369506836,0.010571956634521484,source_c
200,0.00927591323852539,0.00658726692199707,source_e
200,0.1439070701599121,0.12764382362365723,source_b
200,0.008460044860839844,0.011165857315063477,source_c
200,0.007668018341064453,0.006747007369995117,source_e
200,0.14003396034240723,0.12159991264343262,source_b
200,0.009802818298339844,0.011327028274536133,source_c
200,0.008194208145141602,0.006865024566650391,source_e
200,0.1460258960723877,0.12149620056152344,source_b
200,0.00849294662475586,0.011178970336914062,source_c
200,0.008006095886230469,0.006390094757080078,source_e
200,0.14330124855041504,0.1350998878479004,source_b
200,0.009487152099609375,0.01108407974243164,source_c
200,0.008139848709106445,0.008169889450073242,source_e
200,0.13181591033935547,0.11166119575500488,source_b
200,0.007667064666748047,0.010207891464233398,source_c
200,0.007196903228759766,0.006006002426147461,source_e
200,0.1298978328704834,0.10930514335632324,source_b
200,0.009254932403564453,0.010940074920654297,source_c
200,0.007542848587036133,0.007436037063598633,source_e
200,0.12273025512695312,0.1056058406829834,source_b
200,0.007949113845825195,0.009185075759887695,source_c
200,0.006575107574462891,0.0055429935455322266,source_e
200,0.13147902488708496,0.10571169853210449,source_b
200,0.00778508186340332,0.009109020233154297,source_c
200,0.006905078887939453,0.00586390495300293,source_e
300,0.19525814056396484,0.1725480556488037,source_b
300,0.011429071426391602,0.013811111450195312,source_c
300,0.010473966598510742,0.008834123611450195,source_e
300,0.18497323989868164,0.16928482055664062,source_b
300,0.012870073318481445,0.014638900756835938,source_c
300,0.010493040084838867,0.009638309478759766,source_e
300,0.2179720401763916,0.18560171127319336,source_b
300,0.013068914413452148,0.015543222427368164,source_c
300,0.011500120162963867,0.009894847869873047,source_e
300,0.2062079906463623,0.18207192420959473,source_b
300,0.012057781219482422,0.014628171920776367,source_c
300,0.011352062225341797,0.009407997131347656,source_e
300,0.1843559741973877,0.1756587028503418,source_b
300,0.011430978775024414,0.015367746353149414,source_c
300,0.011520862579345703,0.009061098098754883,source_e
300,0.20471596717834473,0.18868494033813477,source_b
300,0.013319730758666992,0.01576995849609375,source_c
300,0.011621952056884766,0.010710000991821289,source_e
300,0.21295619010925293,0.17870497703552246,source_b
300,0.012195110321044922,0.014294862747192383,source_c
300,0.011171817779541016,0.0092620849609375,source_e
300,0.19815897941589355,0.18727517127990723,source_b
300,0.012968063354492188,0.01506495475769043,source_c
300,0.010919809341430664,0.009269952774047852,source_e
300,0.2046222686767578,0.18454194068908691,source_b
300,0.012470006942749023,0.014287710189819336,source_c
300,0.010992050170898438,0.009191036224365234,source_e
300,0.19965791702270508,0.180131196975708,source_b
300,0.012877225875854492,0.015045166015625,source_c
300,0.012007951736450195,0.009444952011108398,source_e
400,0.2553279399871826,0.235001802444458,source_b
400,0.01730799674987793,0.020776987075805664,source_c
400,0.015757083892822266,0.013654947280883789,source_e
400,0.2729051113128662,0.24611711502075195,source_b
400,0.01747608184814453,0.02095484733581543,source_c
400,0.015824079513549805,0.013891935348510742,source_e
400,0.2767798900604248,0.2381880283355713,source_b
400,0.017068147659301758,0.019484758377075195,source_c
400,0.01420903205871582,0.012148857116699219,source_e
400,0.2689518928527832,0.2397441864013672,source_b
400,0.017136812210083008,0.019858121871948242,source_c
400,0.01441192626953125,0.012196063995361328,source_e
400,0.2612040042877197,0.22373509407043457,source_b
400,0.015787839889526367,0.019958019256591797,source_c
400,0.014169692993164062,0.01230001449584961,source_e
400,0.2611260414123535,0.2342970371246338,source_b
400,0.01905679702758789,0.02191901206970215,source_c
400,0.01534724235534668,0.013396978378295898,source_e
400,0.2656540870666504,0.23678207397460938,source_b
400,0.015438079833984375,0.019002199172973633,source_c
400,0.014470815658569336,0.012012958526611328,source_e
400,0.2755300998687744,0.23770999908447266,source_b
400,0.015637874603271484,0.018581151962280273,source_c
400,0.014066219329833984,0.01363372802734375,source_e
400,0.2707200050354004,0.2409679889678955,source_b
400,0.017351865768432617,0.020800113677978516,source_c
400,0.016313791275024414,0.013804197311401367,source_e
400,0.2891499996185303,0.23299574851989746,source_b
400,0.01695108413696289,0.019742965698242188,source_c
400,0.014812946319580078,0.014165163040161133,source_e
500,0.3549509048461914,0.2981560230255127,source_b
500,0.02064800262451172,0.025211334228515625,source_c
500,0.018745899200439453,0.016726016998291016,source_e
500,0.3481020927429199,0.2823617458343506,source_b
500,0.020753860473632812,0.02395796775817871,source_c
500,0.01763176918029785,0.015542984008789062,source_e
500,0.33545899391174316,0.2986898422241211,source_b
500,0.02271413803100586,0.028101205825805664,source_c
500,0.021035194396972656,0.017576217651367188,source_e
500,0.3603992462158203,0.3136608600616455,source_b
500,0.023265838623046875,0.026953935623168945,source_c
500,0.019675016403198242,0.016894102096557617,source_e
500,0.3459012508392334,0.30353403091430664,source_b
500,0.022289037704467773,0.025886058807373047,source_c
500,0.021075963973999023,0.018520832061767578,source_e
500,0.3402378559112549,0.308732271194458,source_b
500,0.022555828094482422,0.027588844299316406,source_c
500,0.01979207992553711,0.01781487464904785,source_e
500,0.3412637710571289,0.30476808547973633,source_b
500,0.021820783615112305,0.027554988861083984,source_c
500,0.02003312110900879,0.018167972564697266,source_e
500,0.35262203216552734,0.30768585205078125,source_b
500,0.020983219146728516,0.024808883666992188,source_c
500,0.019345760345458984,0.01740288734436035,source_e
500,0.3665928840637207,0.28736281394958496,source_b
500,0.020936965942382812,0.025303125381469727,source_c
500,0.01894998550415039,0.016414880752563477,source_e
500,0.32373785972595215,0.2818019390106201,source_b
500,0.020299911499023438,0.024677038192749023,source_c
500,0.018273115158081055,0.016026973724365234,source_e
600,0.40755391120910645,0.34194183349609375,source_b
600,0.023807048797607422,0.02931523323059082,source_c
600,0.022099018096923828,0.01924610137939453,source_e
600,0.39768385887145996,0.3320741653442383,source_b
600,0.024782896041870117,0.03239130973815918,source_c
600,0.023299217224121094,0.02328014373779297,source_e
600,0.40994715690612793,0.3378939628601074,source_b
600,0.023560762405395508,0.03214216232299805,source_c
600,0.026127099990844727,0.022616147994995117,source_e
600,0.42171597480773926,0.35602617263793945,source_b
600,0.02715897560119629,0.03398299217224121,source_c
600,0.0253751277923584,0.022473812103271484,source_e
600,0.3988771438598633,0.3451089859008789,source_b
600,0.0384061336517334,0.04803895950317383,source_c
600,0.030138015747070312,0.022346019744873047,source_e
600,0.40521812438964844,0.36092185974121094,source_b
600,0.026621103286743164,0.03361701965332031,source_c
600,0.025744199752807617,0.022153854370117188,source_e
600,0.4414050579071045,0.36701416969299316,source_b
600,0.025596141815185547,0.0314178466796875,source_c
600,0.02292919158935547,0.021200895309448242,source_e
600,0.43606114387512207,0.3810858726501465,source_b
600,0.03978610038757324,0.03214573860168457,source_c
600,0.02361893653869629,0.02059769630432129,source_e
600,0.44535183906555176,0.3448970317840576,source_b
600,0.02423691749572754,0.030186891555786133,source_c
600,0.02145099639892578,0.019999027252197266,source_e
600,0.4035649299621582,0.35529088973999023,source_b
600,0.026212215423583984,0.03418779373168945,source_c
600,0.023764848709106445,0.021806955337524414,source_e
700,0.4933500289916992,0.42297911643981934,source_b
700,0.02803206443786621,0.036051273345947266,source_c
700,0.026627063751220703,0.026108741760253906,source_e
700,0.4792001247406006,0.39624905586242676,source_b
700,0.02911067008972168,0.035752058029174805,source_c
700,0.025936126708984375,0.023913860321044922,source_e
700,0.4441678524017334,0.3858051300048828,source_b
700,0.02751898765563965,0.034912109375,source_c
700,0.025467872619628906,0.02949690818786621,source_e
700,0.5421180725097656,0.469728946685791,source_b
700,0.028640031814575195,0.03587603569030762,source_c
700,0.02643108367919922,0.02464580535888672,source_e
700,0.4692831039428711,0.42748403549194336,source_b
700,0.03227710723876953,0.040350914001464844,source_c
700,0.02789616584777832,0.030490875244140625,source_e
700,0.4698619842529297,0.4176969528198242,source_b
700,0.031623125076293945,0.0396728515625,source_c
700,0.02750682830810547,0.024245023727416992,source_e
700,0.4625711441040039,0.4136509895324707,source_b
700,0.03125286102294922,0.040060997009277344,source_c
700,0.028560161590576172,0.025321006774902344,source_e
700,0.4730417728424072,0.4282097816467285,source_b
700,0.032299041748046875,0.04027867317199707,source_c
700,0.02747511863708496,0.023602008819580078,source_e
700,0.4822201728820801,0.43428802490234375,source_b
700,0.03257322311401367,0.039354801177978516,source_c
700,0.02706289291381836,0.025731801986694336,source_e
700,0.48255085945129395,0.4154229164123535,source_b
700,0.030864715576171875,0.03763604164123535,source_c
700,0.026128768920898438,0.02448415756225586,source_e
800,0.5479600429534912,0.4816262722015381,source_b
800,0.03481721878051758,0.04369306564331055,source_c
800,0.03109002113342285,0.0290071964263916,source_e
800,0.5370769500732422,0.47907209396362305,source_b
800,0.031909942626953125,0.042340993881225586,source_c
800,0.03052806854248047,0.029067039489746094,source_e
800,0.5473778247833252,0.4852170944213867,source_b
800,0.03391575813293457,0.04284095764160156,source_c
800,0.03131890296936035,0.029540061950683594,source_e
800,0.5309579372406006,0.4826500415802002,source_b
800,0.03245282173156738,0.044400691986083984,source_c
800,0.03220701217651367,0.028313875198364258,source_e
800,0.5531032085418701,0.4894850254058838,source_b
800,0.03400397300720215,0.043946027755737305,source_c
800,0.03129076957702637,0.029979944229125977,source_e
800,0.5472030639648438,0.4821779727935791,source_b
800,0.033364057540893555,0.04321122169494629,source_c
800,0.030743122100830078,0.02884984016418457,source_e
800,0.5187749862670898,0.47356605529785156,source_b
800,0.03169679641723633,0.04082298278808594,source_c
800,0.02983713150024414,0.02805781364440918,source_e
800,0.5442090034484863,0.48707103729248047,source_b
800,0.034368038177490234,0.04632902145385742,source_c
800,0.03230118751525879,0.031729936599731445,source_e
800,0.5789680480957031,0.5455927848815918,source_b
800,0.043000221252441406,0.055895090103149414,source_c
800,0.03413128852844238,0.033004045486450195,source_e
800,0.580211877822876,0.470991849899292,source_b
800,0.03478503227233887,0.044587135314941406,source_c
800,0.03166794776916504,0.029991865158081055,source_e
900,0.6182899475097656,0.5339269638061523,source_b
900,0.037312984466552734,0.049291133880615234,source_c
900,0.03558206558227539,0.034497976303100586,source_e
900,0.6090397834777832,0.525252103805542,source_b
900,0.03704094886779785,0.04928302764892578,source_c
900,0.034261226654052734,0.03374600410461426,source_e
900,0.6676981449127197,0.5646579265594482,source_b
900,0.038472890853881836,0.05134391784667969,source_c
900,0.035868167877197266,0.034528255462646484,source_e
900,0.601391077041626,0.5223000049591064,source_b
900,0.03833889961242676,0.04970121383666992,source_c
900,0.03469586372375488,0.032946109771728516,source_e
900,0.6092710494995117,0.5227572917938232,source_b
900,0.03739023208618164,0.04996991157531738,source_c
900,0.03588700294494629,0.0338129997253418,source_e
900,0.6123089790344238,0.5219378471374512,source_b
900,0.03710222244262695,0.048355817794799805,source_c
900,0.035080909729003906,0.0338282585144043,source_e
900,0.6210780143737793,0.5446858406066895,source_b
900,0.03810620307922363,0.05070900917053223,source_c
900,0.03458094596862793,0.03376603126525879,source_e
900,0.6320488452911377,0.527780294418335,source_b
900,0.03703880310058594,0.04883599281311035,source_c
900,0.035006046295166016,0.03454899787902832,source_e
900,0.6208698749542236,0.5416288375854492,source_b
900,0.04390382766723633,0.054918766021728516,source_c
900,0.0380399227142334,0.03289175033569336,source_e
900,0.6315069198608398,0.5281472206115723,source_b
900,0.037699222564697266,0.04938197135925293,source_c
900,0.038526058197021484,0.03628110885620117,source_e
1000,0.7329659461975098,0.6556260585784912,source_b
1000,0.04589986801147461,0.05980372428894043,source_c
1000,0.042276859283447266,0.05862283706665039,source_e
1000,0.7402908802032471,0.6199080944061279,source_b
1000,0.04390716552734375,0.05680990219116211,source_c
1000,0.0463409423828125,0.044853925704956055,source_e
1000,0.7419512271881104,0.6488869190216064,source_b
1000,0.043910980224609375,0.05588030815124512,source_c
1000,0.03984808921813965,0.03901481628417969,source_e
1000,0.7335679531097412,0.6542658805847168,source_b
1000,0.04367685317993164,0.06228208541870117,source_c
1000,0.0408170223236084,0.04172110557556152,source_e
1000,0.7954249382019043,0.7744958400726318,source_b
1000,0.06098198890686035,0.06713390350341797,source_c
1000,0.04841494560241699,0.046401023864746094,source_e
1000,0.7697269916534424,0.6696431636810303,source_b
1000,0.04470992088317871,0.060075998306274414,source_c
1000,0.04239010810852051,0.04421806335449219,source_e
1000,0.8574409484863281,0.8300826549530029,source_b
1000,0.05380821228027344,0.0818631649017334,source_c
1000,0.05216479301452637,0.05088210105895996,source_e
1000,0.9201478958129883,0.6721799373626709,source_b
1000,0.0433657169342041,0.059213876724243164,source_c
1000,0.043227195739746094,0.04650306701660156,source_e
1000,0.8089871406555176,0.667478084564209,source_b
1000,0.04739713668823242,0.0645456314086914,source_c
1000,0.046450138092041016,0.04466724395751953,source_e
1000,0.7382590770721436,0.6551961898803711,source_b
1000,0.04968667030334473,0.06512093544006348,source_c
1000,0.04527425765991211,0.043029069900512695,source_e
1100,0.8048698902130127,0.6974599361419678,source_b
1100,0.05122804641723633,0.06512832641601562,source_c
1100,0.048913002014160156,0.0482029914855957,source_e
1100,0.8070180416107178,0.7032690048217773,source_b
1100,0.047811031341552734,0.06382894515991211,source_c
1100,0.046267032623291016,0.044593095779418945,source_e
1100,0.8303248882293701,0.6874809265136719,source_b
1100,0.049880027770996094,0.06903290748596191,source_c
1100,0.04515194892883301,0.04694676399230957,source_e
1100,0.7793259620666504,0.6767239570617676,source_b
1100,0.049941062927246094,0.06891989707946777,source_c
1100,0.05040121078491211,0.04785799980163574,source_e
1100,0.830430269241333,0.6977748870849609,source_b
1100,0.04832792282104492,0.06558489799499512,source_c
1100,0.04487013816833496,0.04393887519836426,source_e
1100,0.8063209056854248,0.7011950016021729,source_b
1100,0.05000805854797363,0.06729769706726074,source_c
1100,0.04326796531677246,0.04326605796813965,source_e
1100,0.7927377223968506,0.69516921043396,source_b
1100,0.049928903579711914,0.0674591064453125,source_c
1100,0.047532081604003906,0.04616808891296387,source_e
1100,0.8260159492492676,0.7280538082122803,source_b
1100,0.05177807807922363,0.07244992256164551,source_c
1100,0.048235177993774414,0.049252986907958984,source_e
1100,0.8035440444946289,0.7026040554046631,source_b
1100,0.047672271728515625,0.06432795524597168,source_c
1100,0.04533720016479492,0.047430992126464844,source_e
1100,0.8158562183380127,0.7154629230499268,source_b
1100,0.05004382133483887,0.06809616088867188,source_c
1100,0.0479280948638916,0.04515886306762695,source_e
1200,0.8757660388946533,0.7594738006591797,source_b
1200,0.05568289756774902,0.07427215576171875,source_c
1200,0.05133223533630371,0.05198407173156738,source_e
1200,0.8655741214752197,0.7437224388122559,source_b
1200,0.0557551383972168,0.07327508926391602,source_c
1200,0.051824092864990234,0.05145096778869629,source_e
1200,0.8694882392883301,0.7648100852966309,source_b
1200,0.05237579345703125,0.07395195960998535,source_c
1200,0.05129218101501465,0.05200815200805664,source_e
1200,0.8739089965820312,0.7594199180603027,source_b
1200,0.05535697937011719,0.07415604591369629,source_c
1200,0.05098390579223633,0.052503108978271484,source_e
1200,0.8785359859466553,0.7716190814971924,source_b
1200,0.05201101303100586,0.07445812225341797,source_c
1200,0.052353858947753906,0.05435323715209961,source_e
1200,0.8870000839233398,0.7663660049438477,source_b
1200,0.0537569522857666,0.0724632740020752,source_c
1200,0.04828596115112305,0.04981589317321777,source_e
1200,0.9076430797576904,0.7721350193023682,source_b
1200,0.05437302589416504,0.07147693634033203,source_c
1200,0.04710197448730469,0.04753398895263672,source_e
1200,0.868873119354248,0.763159990310669,source_b
1200,0.055046796798706055,0.07275176048278809,source_c
1200,0.05031228065490723,0.05155801773071289,source_e
1200,0.8702762126922607,0.7955746650695801,source_b
1200,0.055294036865234375,0.07695794105529785,source_c
1200,0.0529019832611084,0.057962894439697266,source_e
1200,0.8830850124359131,0.765927791595459,source_b
1200,0.05992698669433594,0.08010387420654297,source_c
1200,0.05634784698486328,0.05587005615234375,source_e
1300,0.9671697616577148,0.8418512344360352,source_b
1300,0.06353402137756348,0.08498597145080566,source_c
1300,0.05545783042907715,0.057021141052246094,source_e
