num_round_functions,encryption_strength_score
100,0.002365930599369086
1,0.0021067415730337087
10,0.002235469448584203
100,0.0022421524663677125
1,0.002242152466367713
10,0.0020891364902506974
100,0.0017857142857142857
1,0.002112676056338029
10,0.0022761760242792114
100,0.0019973368841544616
1,0.0023885350318471345
10,0.0023219814241486067
100,0.0018820577164366376
1,0.002218934911242604
10,0.0020833333333333337
100,0.0019556714471968715
1,0.0021459227467811167
10,0.002173913043478261
100,0.0021216407355021216
1,0.002202643171806168
10,0.0020380434782608704
100,0.0020408163265306124
1,0.0020352781546811405
10,0.0021126760563380284
100,0.0020026702269692926
1,0.002196193265007321
10,0.002189781021897811
100,0.0019607843137254906
1,0.0024509803921568636
10,0.002300613496932516
100,0.001863354037267081
1,0.0022222222222222227
10,0.0021097046413502112
100,0.0019607843137254906
1,0.002300613496932516
10,0.002403846153846154
100,0.0018773466833541933
1,0.002152080344332856
10,0.0020463847203274223
100,0.002290076335877863
1,0.0022026431718061676
10,0.002051983584131328
100,0.002139800285306705
1,0.002365930599369086
10,0.002479338842975207
100,0.002189781021897811
1,0.0023041474654377885
10,0.002121640735502122
100,0.0018610421836228294
1,0.0022026431718061676
10,0.002127659574468086
100,0.0021739130434782613
1,0.0021802325581395353
10,0.0023771790808240893
100,0.002005347593582888
1,0.002265861027190333
10,0.0019867549668874177
100,0.002403846153846154
1,0.00213371266002845
10,0.0022900763358778627
100,0.0019762845849802375
1,0.0020604395604395614
10,0.0024077046548956664
100,0.002276176024279211
1,0.0019455252918287938
10,0.0023400936037441507
100,0.0018518518518518521
1,0.0022900763358778635
10,0.0021276595744680856
100,0.0020188425302826384
1,0.002307692307692308
10,0.0021551724137931043
100,0.002103786816269285
1,0.002228826151560179
10,0.0022624434389140274
100,0.001903553299492386
1,0.0019867549668874177
10,0.0022727272727272735
100,0.002002670226969293
1,0.0021897810218978104
10,0.0022624434389140282
100,0.0020949720670391065
1,0.0024469820554649272
10,0.0022058823529411773
100,0.002431118314424636
1,0.0022222222222222227
10,0.0020979020979020988
100,0.002152080344332855
1,0.002164502164502164
10,0.0022692889561270802
100,0.002272727272727273
1,0.0023148148148148156
10,0.002054794520547946
100,0.0019255455712451864
1,0.0020746887966804984
10,0.0022354694485842035
100,0.0019011406844106464
1,0.0023364485981308414
10,0.0023696682464454982
100,0.0019973368841544607
1,0.0022388059701492543
10,0.0021276595744680856
100,0.002155172413793104
1,0.0023474178403755873
10,0.0022421524663677134
100,0.0018518518518518521
1,0.0021834061135371187
10,0.0022156573116691295
100,0.00202156334231806
1,0.0021739130434782618
10,0.001968503937007875
100,0.002038043478260871
1,0.0024115755627009653
10,0.0021186440677966106
100,0.0019505851755526658
1,0.002463054187192119
10,0.002100840336134454
100,0.0019531250000000004
1,0.0022865853658536593
10,0.002158273381294964
100,0.0019059720457433292
1,0.002283105022831051
10,0.0021739130434782626
100,0.0021676300578034684
1,0.002272727272727273
10,0.002283105022831051
100,0.0024711696869851737
1,0.0022865853658536597
10,0.002124645892351276
100,0.0021428571428571434
1,0.00206896551724138
10,0.0022658610271903334
100,0.0020661157024793398
1,0.0019841269841269845
10,0.0023400936037441503
100,0.002546689303904924
1,0.0023041474654377885
10,0.0022255192878338284
100,0.002380952380952381
1,0.0023696682464454982
10,0.0023437500000000003
100,0.0017921146953405022
1,0.0019815059445178343
10,0.002127659574468085
100,0.001960784313725491
1,0.002392344497607656
10,0.002279635258358663
100,0.0019762845849802375
1,0.0021676300578034684
10,0.002086230876216968
100,0.0018773466833541925
1,0.0022388059701492543
10,0.002083333333333334
100,0.002407704654895667
1,0.0021489971346704876
10,0.0022026431718061676
100,0.0020053475935828883
1,0.0020380434782608695
10,0.0021520803443328554
100,0.00190597204574333
1,0.002215657311669129
10,0.002290076335877863
100,0.0019059720457433296
1,0.0021739130434782618
10,0.0021186440677966106
100,0.0019157088122605367
1,0.002577319587628867
10,0.0021929824561403508
100,0.0022091310751104574
1,0.0022865853658536593
10,0.00244299674267101
100,0.002063273727647868
1,0.0020979020979020988
10,0.0022935779816513763
100,0.0020080321285140565
1,0.0021676300578034684
10,0.0025041736227045083
100,0.002121640735502122
1,0.002177068214804064
10,0.002158273381294965
100,0.0022189349112426036
1,0.002189781021897811
10,0.002245508982035929
100,0.002286585365853659
1,0.002318392581143741
10,0.001930501930501931
100,0.0019867549668874177
1,0.0021739130434782613
10,0.0023291925465838514
100,0.0017626321974148057
1,0.0020519835841313274
10,0.002089136490250697
100,0.0020519835841313274
1,0.0022727272727272735
10,0.0020775623268698066
100,0.0018796992481203006
1,0.0022692889561270807
10,0.002010723860589813
100,0.0021186440677966115
1,0.0019455252918287947
10,0.002279635258358664
100,0.0022865853658536593
1,0.002396166134185304
10,0.002215657311669129
100,0.0026881720430107533
1,0.0023364485981308414
10,0.0022189349112426045
100,0.002103786816269285
1,0.002164502164502165
10,0.002276176024279211
100,0.0023437500000000003
1,0.0022935779816513763
10,0.002103786816269285
100,0.002199413489736071
1,0.002167630057803469
10,0.0021994134897360715
100,0.0021865889212827993
1,0.002235469448584203
10,0.002232142857142857
100,0.0022865853658536593
1,0.002158273381294965
10,0.0023076923076923083
100,0.0021739130434782613
1,0.002136752136752137
10,0.0021802325581395357
100,0.00207182320441989
1,0.0021929824561403516
10,0.0022796352583586634
100,0.0019841269841269845
1,0.0020949720670391065
10,0.0021551724137931034
100,0.0018472906403940886
1,0.0021961932650073216
10,0.002189781021897811
100,0.0022058823529411773
1,0.002245508982035929
10,0.0022590361445783145
100,0.0019280205655526994
1,0.002293577981651377
10,0.0023041474654377885
100,0.002365930599369086
1,0.002121640735502122
10,0.0020519835841313274
100,0.0021520803443328546
1,0.0023437500000000003
10,0.002158273381294964
100,0.0022522522522522527
1,0.0021126760563380284
10,0.0021097046413502112
100,0.002283105022831051
1,0.0023291925465838514
10,0.002265861027190333
100,0.0018472906403940886
1,0.0024469820554649264
10,0.002396166134185304
100,0.002136752136752137
1,0.002086230876216969
10,0.002245508982035928
100,0.0017772511848341234
1,0.0019815059445178348
10,0.002286585365853659
100,0.001930501930501931
1,0.001968503937007875
10,0.0021276595744680856
100,0.0019710906701708285
1,0.0019736842105263163
10,0.00202156334231806
100,0.0019659239842726084
1,0.002407704654895667
10,0.0020949720670391065
100,0.002269288956127081
1,0.002100840336134455
10,0.0026269702276707535
100,0.0020134228187919465
1,0.001937984496124031
10,0.0021428571428571434
100,0.0017584994138335292
1,0.002380952380952381
10,0.0019815059445178343
100,0.002300613496932516
1,0.002124645892351275
10,0.0019762845849802375
100,0.0019181585677749363
1,0.002336448598130842
10,0.002252252252252253
100,0.002362204724409449
1,0.0022900763358778635
10,0.002192982456140351
100,0.0018248175182481745
1,0.001997336884154461
10,0.0020080321285140565
100,0.0020352781546811405
1,0.002283105022831051
10,0.0022970903522205217
100,0.0018427518427518428
1,0.0022421524663677134
10,0.0022522522522522527
100,0.0019354838709677422
1,0.0023474178403755873
10,0.0022727272727272726
100,0.001963350785340315
1,0.002283105022831051
10,0.002388535031847134
100,0.0026455026455026454
1,0.0021186440677966106
10,0.0021613832853025947
100,0.0020026702269692934
1,0.0021186440677966106
10,0.0022624434389140274
100,0.002
1,0.0021067415730337087
10,0.002423263327948304
100,0.001984126984126985
1,0.0019973368841544607
10,0.0022354694485842035
100,0.0021489971346704876
1,0.0022658610271903325
10,0.0022970903522205213
100,0.0018337408312958433
1,0.0021216407355021225
10,0.002189781021897811
100,0.002089136490250697
1,0.0020979020979020983
10,0.002158273381294964
100,0.001800720288115246
1,0.00206896551724138
10,0.0023041474654377885
100,0.0020215633423180594
1,0.0024350649350649354
10,0.002212389380530974
100,0.0016574585635359112
1,0.0021459227467811163
10,0.0020547945205479454
100,0.002106741573033708
1,0.002189781021897811
10,0.0021459227467811163
100,0.0022658610271903325
1,0.0019354838709677426
10,0.0024038461538461544
100,0.002164502164502165
1,0.0021676300578034684
10,0.0020746887966804984
100,0.002209131075110457
1,0.0019736842105263163
10,0.002419354838709678
100,0.002427184466019418
1,0.0020979020979020988
10,0.0022590361445783136
100,0.0019736842105263163
1,0.002396166134185304
10,0.002235469448584203
100,0.0019788918205804755
1,0.0022058823529411773
10,0.002167630057803469
100,0.00199468085106383
1,0.002063273727647868
10,0.0023547880690737836
100,0.0021834061135371187
1,0.0022388059701492543
10,0.0023923444976076563
100,0.0019354838709677422
1,0.002419354838709677
10,0.0020519835841313274
100,0.0021834061135371187
1,0.0022026431718061676
10,0.002215657311669129
100,0.0023547880690737836
1,0.002431118314424636
10,0.002121640735502122
100,0.002167630057803469
1,0.002354788069073784
10,0.0023437500000000003
100,0.0022255192878338284
1,0.002325581395348838
10,0.0021459227467811163
100,0.0020547945205479454
1,0.0021676300578034684
10,0.002189781021897811
100,0.0018867924528301887
1,0.0022058823529411773
10,0.002080443828016644
100,0.0023291925465838514
1,0.0022288261515601786
10,0.002259036144578314
100,0.002100840336134454
1,0.0023183925811437415
10,0.0023771790808240893
100,0.0019230769230769234
1,0.0021961932650073216
10,0.0022761760242792114
100,0.0020979020979020988
1,0.0021929824561403516
10,0.002196193265007321
100,0.0019230769230769234
1,0.002002670226969292
10,0.0022556390977443615
100,0.0020833333333333333
1,0.0020547945205479463
10,0.0022288261515601795
100,0.0022727272727272735
1,0.0023006134969325155
10,0.002279635258358663
100,0.0017482517482517483
1,0.0019132653061224496
10,0.0020746887966804984
100,0.0020920502092050216
1,0.002016129032258065
10,0.0020463847203274223
100,0.0022556390977443615
1,0.0022692889561270802
10,0.0022590361445783136
100,0.0021676300578034684
1,0.002029769959404601
10,0.0022900763358778635
100,0.002232142857142858
1,0.002205882352941177
10,0.0021489971346704884
100,0.0023400936037441503
1,0.0020746887966804984
10,0.0022522522522522527
100,0.002013422818791947
1,0.0022727272727272735
10,0.0024000000000000007
100,0.0022354694485842027
1,0.002286585365853659
10,0.0021802325581395357
100,0.0023364485981308422
1,0.002054794520547946
10,0.002189781021897811
100,0.0022255192878338284
1,0.0021306818181818185
10,0.002170767004341535
100,0.00213371266002845
1,0.002354788069073784
10,0.0021994134897360706
100,0.0020380434782608695
1,0.002311248073959939
10,0.0021707670043415346
100,0.0021367521367521374
1,0.0020435967302452323
10,0.002269288956127081
100,0.002238805970149254
1,0.0022522522522522522
10,0.00199468085106383
100,0.0023961661341853047
1,0.0024630541871921187
10,0.002272727272727274
100,0.0019736842105263163
1,0.0024115755627009653
10,0.0021707670043415346
100,0.0022522522522522527
1,0.0022288261515601795
10,0.0023219814241486067
100,0.002024291497975709
1,0.0021865889212827993
10,0.002139800285306705
100,0.001764705882352941
1,0.0022590361445783136
10,0.002286585365853659
100,0.0022488755622188917
1,0.0022354694485842035
10,0.0021186440677966106
100,0.002384737678855327
1,0.0021994134897360706
10,0.0023183925811437406
100,0.00234009360374415
1,0.002063273727647868
10,0.0022455089820359285
100,0.001984126984126985
1,0.002152080344332856
10,0.0023291925465838523
100,0.0020891364902506965
1,0.0020632737276478686
10,0.002384737678855326
100,0.0019788918205804755
1,0.002577319587628866
10,0.0022692889561270802
100,0.0022156573116691295
1,0.0021739130434782613
10,0.0021126760563380284
100,0.0019255455712451864
1,0.0021276595744680856
10,0.0021489971346704876
100,0.0017261219792865361
1,0.002192982456140351
10,0.0021067415730337082
100,0.0021186440677966106
1,0.001965923984272609
10,0.0023076923076923088
100,0.002564102564102565
1,0.002142857142857143
10,0.0022488755622188917
100,0.001930501930501931
1,0.0021739130434782613
10,0.0022388059701492543
100,0.0023659305993690856
1,0.0019329896907216498
10,0.002152080344332856
100,0.001986754966887417
1,0.0020491803278688526
10,0.0023771790808240897
100,0.002242152466367713
1,0.0020979020979020983
10,0.0019920318725099606
100,0.0018495684340320592
1,0.0023437500000000003
10,0.002212389380530974
100,0.0021037868162692847
1,0.002196193265007321
10,0.002158273381294965
100,0.0020188425302826384
1,0.0019710906701708285
10,0.0020519835841313274
100,0.00206896551724138
1,0.0023291925465838523
10,0.0022123893805309743
100,0.002112676056338029
1,0.0020352781546811405
10,0.0021489971346704876
100,0.002115655853314528
1,0.0021097046413502117
10,0.002272727272727274
100,0.0019867549668874177
1,0.0020979020979020988
10,0.002228826151560179
100,0.0019455252918287942
1,0.0022796352583586634
10,0.002272727272727273
100,0.002094972067039107
1,0.0025041736227045083
10,0.0021097046413502112
100,0.0021834061135371187
1,0.002018842530282639
10,0.0021897810218978104
100,0.002202643171806168
1,0.0021865889212827993
10,0.0020862308762169685
100,0.0020833333333333337
1,0.002177068214804064
10,0.0021428571428571434
100,0.0020325203252032527
1,0.002245508982035928
10,0.0024193548387096784
100,0.0021459227467811163
1,0.002283105022831051
10,0.002255639097744362
100,0.002112676056338029
1,0.0021246458923512754
10,0.0023400936037441503
100,0.0019736842105263167
1,0.002311248073959939
10,0.002283105022831051
100,0.0018844221105527648
1,0.0022354694485842035
10,0.002186588921282799
100,0.001978891820580475
1,0.002155172413793104
10,0.002351097178683386
100,0.0022058823529411764
1,0.002354788069073784
10,0.0022488755622188912
100,0.002121640735502122
1,0.0020746887966804984
10,0.002212389380530974
100,0.0020107238605898124
1,0.002083333333333334
10,0.0023400936037441503
100,0.0016339869281045746
1,0.0023041474654377885
10,0.002127659574468086
100,0.0023437500000000003
1,0.0023112480739599386
10,0.002139800285306705
100,0.0019736842105263163
1,0.0023659305993690856
10,0.0022522522522522535
100,0.0022123893805309743
1,0.0022692889561270807
10,0.002491694352159469
100,0.0022658610271903325
1,0.0020547945205479454
10,0.0021520803443328554
100,0.0019867549668874177
1,0.002010723860589813
10,0.002139800285306705
100,0.0020215633423180594
1,0.0022255192878338284
10,0.0022727272727272744
100,0.002158273381294965
1,0.002321981424148608
10,0.002358490566037736
100,0.0018050541516245495
1,0.001963350785340315
10,0.0023437500000000003
100,0.0020920502092050207
1,0.0019893899204244036
10,0.002450980392156863
100,0.0019132653061224492
1,0.0023400936037441503
10,0.0025210084033613456
100,0.00207182320441989
1,0.0022255192878338284
10,0.002314814814814816
100,0.0019430051813471504
1,0.002329192546583852
10,0.0022692889561270802
100,0.002118644067796611
1,0.0021186440677966106
10,0.00203804347826087
100,0.0018564356435643566
1,0.0022189349112426045
10,0.0020463847203274223
100,0.002202643171806168
1,0.0023771790808240893
10,0.002276176024279212
100,0.0019685039370078744
1,0.002112676056338029
10,0.002321981424148607
100,0.0024115755627009644
1,0.002136752136752137
10,0.002139800285306705
100,0.002029769959404601
1,0.0024590163934426227
10,0.002388535031847134
100,0.002086230876216969
1,0.0021156558533145286
10,0.002121640735502123
100,0.002103786816269285
1,0.002311248073959939
10,0.002124645892351275
100,0.002121640735502122
1,0.0020576131687242804
10,0.002491694352159469
100,0.0021097046413502112
1,0.0021097046413502117
10,0.0020862308762169685
100,0.0019379844961240314
1,0.0020661157024793398
10,0.0024711696869851737
100,0.0019946808510638305
1,0.00213371266002845
10,0.0019633507853403145
100,0.0019108280254777068
1,0.0021676300578034693
10,0.0024
100,0.0020270270270270267
1,0.002100840336134454
10,0.0020242914979757094
100,0.0020804438280166444
1,0.002177068214804064
10,0.0021929824561403516
100,0.0020979020979020988
1,0.0023255813953488385
10,0.0022522522522522527
100,0.0019305019305019314
1,0.0023076923076923075
10,0.0021337126600284506
100,0.002080443828016644
1,0.0022222222222222235
10,0.002152080344332856
100,0.0017835909631391202
1,0.0021008403361344546
10,0.00244299674267101
100,0.002100840336134454
1,0.0024232633279483045
10,0.0024469820554649272
100,0.002063273727647868
1,0.0021126760563380284
10,0.0021186440677966106
100,0.0020576131687242804
1,0.002136752136752137
10,0.0023734177215189883
100,0.002092050209205021
1,0.00213371266002845
10,0.002252252252252253
100,0.0020325203252032522
1,0.0025125628140703522
10,0.0025210084033613447
100,0.0021459227467811167
1,0.002196193265007321
10,0.0019206145966709353
100,0.0019531250000000004
1,0.002215657311669129
10,0.0022222222222222227
100,0.0019505851755526663
1,0.0018679950186799505
10,0.0023400936037441503
100,0.0022421524663677134
1,0.002124645892351276
10,0.002199413489736071
100,0.0021216407355021216
1,0.0019633507853403145
10,0.002130681818181819
100,0.001831501831501832
1,0.0022522522522522527
10,0.002290076335877863
100,0.0021489971346704876
1,0.002300613496932516
10,0.0021676300578034684
100,0.001955671447196871
1,0.0021459227467811167
10,0.0022658610271903325
100,0.0021707670043415346
1,0.0023696682464454982
10,0.0020325203252032527
100,0.002170767004341534
1,0.0021961932650073216
10,0.0021739130434782613
100,0.00196078431372549
1,0.0021613832853025934
10,0.0022255192878338284
100,0.0020270270270270276
1,0.0021306818181818185
10,0.0019841269841269845
100,0.0017221584385763487
1,0.0022288261515601786
10,0.0021865889212827993
100,0.002043596730245232
1,0.002392344497607655
10,0.002365930599369085
100,0.002170767004341535
1,0.0021994134897360706
10,0.001981505944517834
100,0.0020000000000000005
1,0.002103786816269285
10,0.0022624434389140282
100,0.0023076923076923083
1,0.002265861027190333
10,0.0022624434389140274
100,0.001937984496124031
1,0.002546689303904924
10,0.0021459227467811163
100,0.0021865889212827998
1,0.00203527815468114
10,0.0022455089820359285
100,0.002029769959404601
1,0.0023400936037441503
10,0.002516778523489933
100,0.001822600243013366
1,0.0021645021645021654
10,0.0020380434782608704
100,0.00206896551724138
1,0.0021707670043415346
10,0.0021645021645021654
100,0.002121640735502122
1,0.0022522522522522527
10,0.0022488755622188912
100,0.002196193265007322
1,0.002311248073959939
10,0.002487562189054727
100,0.0017301038062283738
1,0.0021865889212827993
10,0.0021739130434782613
100,0.0019230769230769232
1,0.002121640735502122
10,0.0023328149300155527
100,0.001940491591203105
1,0.0018115942028985507
10,0.0021337126600284497
100,0.0021551724137931047
1,0.0020188425302826384
10,0.002259036144578314
100,0.0018750000000000006
1,0.002283105022831051
10,0.0021067415730337087
100,0.0019329896907216498
1,0.0021520803443328554
10,0.0022556390977443615
100,0.0021337126600284493
1,0.0023734177215189883
10,0.002283105022831051
100,0.002040816326530613
1,0.002130681818181819
10,0.002046384720327422
100,0.0017182130584192437
1,0.0020242914979757094
10,0.0022761760242792114
100,0.002127659574468086
1,0.0023148148148148147
10,0.0019685039370078744
100,0.0018359853121175031
1,0.002380952380952381
10,0.0023622047244094497
100,0.0017814726840855112
1,0.0019455252918287942
10,0.0022522522522522527
100,0.0022935779816513763
1,0.002572898799313894
10,0.001992031872509961
100,0.002215657311669129
1,0.002272727272727274
10,0.0021834061135371187
100,0.0020491803278688534
1,0.0020979020979020988
10,0.0020920502092050207
100,0.0020775623268698066
1,0.0021186440677966106
10,0.0022421524663677134
100,0.0018359853121175035
1,0.0023041474654377885
10,0.002307692307692308
100,0.001971090670170828
1,0.002351097178683386
10,0.0022421524663677134
100,0.002089136490250697
1,0.002046384720327422
10,0.002551020408163266
100,0.0022058823529411764
1,0.0022189349112426045
10,0.0021865889212827998
100,0.0019815059445178343
1,0.002083333333333334
10,0.002089136490250697
100,0.001992031872509961
1,0.0021676300578034684
10,0.0021551724137931034
100,0.001930501930501931
1,0.0020661157024793393
10,0.002454991816693945
100,0.0019867549668874177
1,0.0021246458923512754
10,0.002077562326869806
100,0.002218934911242604
1,0.00203527815468114
10,0.0019633507853403145
100,0.002043596730245232
1,0.0018820577164366376
10,0.0024630541871921187
100,0.0017709563164108617
1,0.0021551724137931034
10,0.0021739130434782613
100,0.0024429967426710104
1,0.002080443828016644
10,0.001989389920424404
100,0.0018703241895261851
1,0.0022058823529411764
10,0.0021551724137931043
100,0.002186588921282799
1,0.0021739130434782613
10,0.0022321428571428575
100,0.0019108280254777072
1,0.0021739130434782613
10,0.0022727272727272735
100,0.0019083969465648863
1,0.002245508982035929
10,0.0023041474654377893
100,0.002060439560439561
1,0.0021645021645021654
10,0.002209131075110457
100,0.0024549918166939452
1,0.0019455252918287942
10,0.0022421524663677134
100,0.001893939393939394
1,0.0021008403361344546
10,0.0023400936037441494
100,0.0024193548387096784
1,0.002136752136752138
10,0.0023885350318471332
100,0.002121640735502122
1,0.0021337126600284493
10,0.002155172413793104
100,0.0019011406844106464
1,0.002136752136752137
10,0.002112676056338029
100,0.0020576131687242804
1,0.0022488755622188912
10,0.002321981424148607
100,0.0021398002853067056
1,0.002010723860589813
10,0.002196193265007321
100,0.0019867549668874177
1,0.002467105263157895
10,0.0019011406844106472
100,0.00206896551724138
1,0.002329192546583851
10,0.002112676056338029
100,0.002170767004341535
1,0.0020920502092050216
10,0.002086230876216968
100,0.0020188425302826384
1,0.002054794520547946
10,0.0020547945205479454
100,0.0017667844522968198
1,0.002170767004341534
10,0.0023659305993690856
100,0.002196193265007322
1,0.002365930599369085
10,0.002202643171806168
100,0.0021337126600284506
1,0.002083333333333334
10,0.0021459227467811167
100,0.0019480519480519483
1,0.002205882352941177
10,0.0022222222222222227
100,0.0019280205655526994
1,0.00203527815468114
10,0.0021306818181818185
100,0.001621621621621622
1,0.0021834061135371182
10,0.0020718232044198903
100,0.0020161290322580645
1,0.0022388059701492543
10,0.002192982456140351
100,0.002158273381294964
1,0.0020804438280166444
10,0.00205761316872428
100,0.002077562326869807
1,0.0022796352583586634
10,0.0022255192878338284
100,0.0021739130434782613
1,0.002300613496932516
10,0.002196193265007321
100,0.0021306818181818185
1,0.0021707670043415346
10,0.0022354694485842035
100,0.002118644067796611
1,0.0021246458923512754
10,0.002100840336134454
100,0.0019230769230769234
1,0.0020979020979020983
10,0.002304147465437789
100,0.0021676300578034684
1,0.0021246458923512754
10,0.002300613496932516
100,0.001937984496124031
1,0.002483443708609272
10,0.002103786816269285
100,0.002215657311669129
1,0.0021067415730337082
